Chemical composition,At Temperature (K),conductivity (S/cm),Seebeck coefficient (uV/K),Total thermal conductivity (W/mK),figure of merit ZT,Reference,Paper DOI
Mg3.5Gd0.045Sb2,500,195.92,-244.29,0.9391,0.622512841831115,Expt,https://doi.org/10.1021/acsami.0c22558
Ag2Se1.04,311,1067.21,-145.32,0.9438,0.767,Expt,https://doi.org/10.1021/acsami.1c18483
In4Pb0.01Sn0.03Se2.9Cl0.06,323,30.5,-199.2,0.944,0.038,Expt,10.1039/c4dt03432e
Ag2.0Se0.9Te0.1,390,1113.76,-132,0.944,0.80173730440678,Expt,https://doi.org/10.1021/acs.inorgchem.1c01563
Mg3.5Gd0.04Sb1.97Te0.03,300,200.45,-183.21,0.9457,0.213438261928043,Expt,https://doi.org/10.1021/acsami.0c22558
In4Pb0.01Sn0.03Se2.9Cl0.02,323,74.53,-205,0.9462,0.10691986997992,Expt,10.1039/c4dt03432e
Ag0.9Sb0.9Pb18.3Te19.9,423,31.68,-360,0.955,0.18185580565445,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Mg3.5Ho0.03Sb1.97Te0.03,400,238.29,-208.8,0.9551,0.435088848397027,Expt,https://doi.org/10.1021/acsami.0c22558
K0.985Ba0.015GaSb4,416,243.38,-184,0.956947873947515,0.3582,Expt,https://doi.org/10.1021/acs.chemmater.7b01217
Bi2Te3,306,450,-114.53,0.9574,0.188659656144767,Expt,https://doi.org/10.1021/acsami.1c00355
Bi2Te3,473,773,-156.8,0.9587,0.937670005732763,Expt,http://dx.doi.org/10.1016/j.pnsc.2013.06.007
Bi2Te3,572,159.74,-75.32,0.9598,0.054006941848205,Expt,https://doi.org/10.1021/acsami.1c00355
Bi2Te1.95Se1.05,373,478,-176.4,0.96,0.573,Expt,https://doi.org/10.1007/s11664-020-08258-9
Bi2Te2.01Se0.99,523,392.1,-176,0.96,0.67,Expt,https://doi.org/10.1007/s11664-020-08258-9
K0.98Ba0.02GaSb4,416,266.68,-161.9,0.960332449272391,0.3028,Expt,https://doi.org/10.1021/acs.chemmater.7b01217
Bi2Te2.01Se0.99,473,441.73,-173.77,0.963,0.651,Expt,https://doi.org/10.1007/s11664-020-08258-9
Ca3.3Yb1.5Sm0.2Al2Sb6,323,1.46,-79.17,0.96875,0.000305115979092852,Expt,https://doi.org/10.1021/acs.chemmater.1c01318
In3.99Pb0.01Se3,405,107,-221,0.97,0.21819842628866,Expt,10.1002/adma.201302038
Mg3.5Ho0.04Sb2,500,152.9,-267.96,0.9708,0.565441474487021,Expt,https://doi.org/10.1021/acsami.0c22558
Ag2Se1.02,308,1254.1,-141,0.975,0.8,Expt,https://doi.org/10.1021/acsami.1c18483
PbTe0.15Ag2Te0.85,300,957.5,-102.5,0.976,0.4196,Expt,10.1039/c1jm13888j
K0.975Ba0.025GaSb4,416,243.38,-176.87,0.97665149761861,0.3243,Expt,https://doi.org/10.1021/acs.chemmater.7b01217
Bi2Te1.95Se1.05,323,522.5,-167.4,0.98,0.503,Expt,https://doi.org/10.1007/s11664-020-08258-9
Bi2Te2.01Se0.99,423,491,-165.6,0.981,0.581,Expt,https://doi.org/10.1007/s11664-020-08258-9
Mg3.5Ho0.02Sb1.97Te0.03,400,224.42,-225,0.982,0.462780549898167,Expt,https://doi.org/10.1021/acsami.0c22558
Mg3.5Gd0.02Sb2,400,122.49,-241.07,0.987,0.288489365868328,Expt,https://doi.org/10.1021/acsami.0c22558
Mg3.5Ho0.01Sb2,400,26.32,-245.77,0.9876,0.0643906091991899,Expt,https://doi.org/10.1021/acsami.0c22558
Ag2Se1.03,310,1087,-143.2,0.988,0.699391466882591,Expt,https://doi.org/10.1021/acsami.1c18483
Mg3.5Ho0.01Sb1.97Te0.03,400,178.69,-233.8,0.9888,0.395130720210356,Expt,https://doi.org/10.1021/acsami.0c22558
Mg3.5Gd0.03Sb2,400,191.5,-221.07,0.9902,0.37806412637245,Expt,https://doi.org/10.1021/acsami.0c22558
Mg3.5Ho0.04Sb1.97Te0.03,400,243.1,-210.92,0.9921,0.43603868964177,Expt,https://doi.org/10.1021/acsami.0c22558
In4Se2.32Cl0.03,423,234,-246.15,0.993,0.6,Expt,10.1002/adma.201004739
Ag1.3Sb0.9Pb15.7Te22.0,473,7.33,-99.2,0.993,0.00343588968153072,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Ag2Se1.06,334,1190.16,-141.2,0.996,0.795722927629879,Expt,https://doi.org/10.1021/acsami.1c18483
Ag2Se1.0025,332,1465.6,-127.3,1,0.7885157043968,Expt,https://doi.org/10.1021/acsami.1c18483
Mg3.5Gd0.03Sb1.97Te0.03,300,189.56,-215,1.0043,0.261746818679677,Expt,https://doi.org/10.1021/acsami.0c22558
Ag1.3Sb0.9Pb15.7Te22.0,523,9.13,-171.2,1.01,0.0138566616738218,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Mg3.5Gd0.01Sb2,400,69.18,-254.23,1.0109,0.176923673195054,Expt,https://doi.org/10.1021/acsami.0c22558
Bi2Te2.01Se0.99,373,544,-158.4,1.014,0.4904,Expt,https://doi.org/10.1007/s11664-020-08258-9
Ag2Se1.01,312,1185.25,-142,1.02,0.731039889411765,Expt,https://doi.org/10.1021/acsami.1c18483
Ag2Se1.04,334,1160.66,-141.91,1.02,0.765380357976781,Expt,https://doi.org/10.1021/acsami.1c18483
Sr15Ga29.5Ge55.6,375,350.82,-167,1.022,0.363,Expt,10.1063/1.2194187
Ag1.3Sb0.9Pb15.7Te22.0,573,12.5,-91.2,1.0284,0.00579284947491249,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Ag0.9Sb0.9Pb18.3Te19.9,373,18.72,-372.8,1.038,0.0934908546811561,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
In3.96Pb0.04Se3,405,87,-221,1.04,0.16547236875,Expt,10.1002/adma.201302038
Ag2Se,309,1357.38,-129.15,1.041,0.69,Expt,https://doi.org/10.1021/acsami.1c18483
Mg3.5Ho0.03Sb2,400,157.24,-220.07,1.0416,0.292444691339324,Expt,https://doi.org/10.1021/acsami.0c22558
Mg3.5Gd0.035Sb2,400,206.65,-207.5,1.0429,0.341262788857992,Expt,https://doi.org/10.1021/acsami.0c22558
Mg3.5Gd0.045Sb2,400,222.44,-213.93,1.0446,0.389821904175991,Expt,https://doi.org/10.1021/acsami.0c22558
Sr15Ga29.5Ge55.6,468,306.1,-184,1.045,0.4633,Expt,10.1063/1.2194187
Ag2Se1.0025,361,1628,-126,1.048,0.894,Expt,https://doi.org/10.1021/acsami.1c18483
Bi2Te2.01Se0.99,323,600,-148.7,1.053,0.42,Expt,https://doi.org/10.1007/s11664-020-08258-9
Bi2Te2.1Se0.9,473,484.9,-174.5,1.0535,0.688,Expt,https://doi.org/10.1007/s11664-020-08258-9
In3.95Pb0.05Se3,330,51.5,-207,1.055,0.0690254744075829,Expt,10.1002/adma.201302038
Bi2Te2.1Se0.9,523,435,-179.5,1.055,0.7,Expt,https://doi.org/10.1007/s11664-020-08258-9
Ag2Se1.02,334,1342,-139,1.064,0.82,Expt,https://doi.org/10.1021/acsami.1c18483
Ag2Se1.06,362,1298,-137.8,1.064,0.838571445849624,Expt,https://doi.org/10.1021/acsami.1c18483
Ag2Se1.03,332,1185.3,-140.43,1.066,0.727995936361542,Expt,https://doi.org/10.1021/acsami.1c18483
Ag2Se1.01,334,1259.02,-138.72,1.066,0.759101852857684,Expt,https://doi.org/10.1021/acsami.1c18483
Mg3.5Ho0.02Sb2,400,117.44,-250,1.0663,0.275344649723342,Expt,https://doi.org/10.1021/acsami.0c22558
Bi2Te2.1Se0.9,423,539.5,-169.9,1.07,0.6366,Expt,https://doi.org/10.1007/s11664-020-08258-9
Ag2Se0.98,307,1434,-131,1.074,0.711,Expt,https://doi.org/10.1021/acsami.1c18483
Ag2Se1.04,362,1263,-141.4,1.0797,0.846657263662128,Expt,https://doi.org/10.1021/acsami.1c18483
Bi2Te2.1Se0.9,573,400,-176.4,1.081,0.649,Expt,https://doi.org/10.1007/s11664-020-08258-9
Mg3.5Gd0.03Sb2,300,194.93,-197.5,1.0815,0.210915071081831,Expt,https://doi.org/10.1021/acsami.0c22558
In4Se2.32Cl0.03,373,274,-228,1.087,0.493,Expt,10.1002/adma.201004739
Ag2Se1.0025,376,1672.13,-124.26,1.0902,0.890459977504484,Expt,https://doi.org/10.1021/acsami.1c18483
Ag2Se1.06,377,1343,-135.96,1.0954,0.854411210737411,Expt,https://doi.org/10.1021/acsami.1c18483
Mg3.5Gd0.04Sb2,300,150.45,-220.36,1.1011,0.199045430342022,Expt,https://doi.org/10.1021/acsami.0c22558
Bi2Te2.1Se0.9,373,600,-158.8,1.114,0.535,Expt,https://doi.org/10.1007/s11664-020-08258-9
Ag2Se1.04,377,1313.11,-137.02,1.114,0.834305668777611,Expt,https://doi.org/10.1021/acsami.1c18483
Mg3.5Ho0.01Sb2,300,22.17,-199.3,1.118,0.0236297834516995,Expt,https://doi.org/10.1021/acsami.0c22558
Pb6Bi2Se9,673,109.62,-193.2,1.1183,0.246241235319896,Expt,https://doi.org/10.1021/acs.inorgchem.6b02118
K0.99Ba0.01GaSb4,324,116.14,-143.2,1.11993713672917,0.0689,Expt,https://doi.org/10.1021/acs.chemmater.7b01217
In3.99Pb0.01Se3,330,100,-206,1.12,0.125034642857143,Expt,10.1002/adma.201302038
Pb6Bi2Se9,623,117.69,-189.8,1.12,0.23583160301025,Expt,https://doi.org/10.1021/acs.inorgchem.6b02118
Pb6Bi2Se9,523,156.15,-157,1.1217,0.179459421061781,Expt,https://doi.org/10.1021/acs.inorgchem.6b02118
PbZn0.015Te,618,188,-296.6,1.122,0.937,Expt,https://doi.org/10.1021/acsami.1c14518
Pb6Bi2Se9,423,234.23,-112.8,1.123,0.112259041253215,Expt,https://doi.org/10.1021/acs.inorgchem.6b02118
Ag2Se1.01,362,1357.38,-137.23,1.1243,0.823049456453502,Expt,https://doi.org/10.1021/acsami.1c18483
Pb6Bi2Se9,323,331.54,-75,1.125,0.05354371,Expt,https://doi.org/10.1021/acs.inorgchem.6b02118
K0.975Ba0.025GaSb4,324,235.42,-134.7,1.12517078078634,0.123,Expt,https://doi.org/10.1021/acs.chemmater.7b01217
Mg3.5Gd0.02Sb2,300,115.83,-220,1.1363,0.148011229428848,Expt,https://doi.org/10.1021/acsami.0c22558
Ag2Se,334,1721.31,-117.04,1.137,0.7,Expt,https://doi.org/10.1021/acsami.1c18483
Bi2Te2.55Se0.45,473,629,-156.64,1.139,0.640904632969552,Expt,https://doi.org/10.1007/s11664-020-08258-9
Mg3.5Ho0.04Sb2,400,186.73,-226.1,1.1393,0.335148373327482,Expt,https://doi.org/10.1021/acsami.0c22558
Ag2Se1.01,377,1412,-134.47,1.14,0.84,Expt,https://doi.org/10.1021/acsami.1c18483
Mg3.5Ho0.02Sb1.97Te0.03,300,259.16,-217.96,1.143,0.323144370190446,Expt,https://doi.org/10.1021/acsami.0c22558
Mg3.5Ho0.01Sb1.97Te0.03,300,195.12,-214.1,1.143,0.23475245688189,Expt,https://doi.org/10.1021/acsami.0c22558
Ag2Se1.02,362,1445.9,-135.53,1.147,0.838212797164622,Expt,https://doi.org/10.1021/acsami.1c18483
Bi2Te2.1Se0.9,323,656.12,-151.5,1.149,0.452,Expt,https://doi.org/10.1007/s11664-020-08258-9
Bi2Te2.55Se0.45,423,704.35,-152.4,1.15,0.599,Expt,https://doi.org/10.1007/s11664-020-08258-9
Ag2Se,297,1808.73,-132.99,1.1502,0.826028059201416,Expt,https://doi.org/10.1021/acsami.1c08410
Pb0.995Zn0.02Te,622,219.08,-312.3,1.16,1.16,Expt,https://doi.org/10.1021/acsami.1c14518
PbTeMnTe0.03,623,253.79,-255.26,1.16,0.888116815405784,Expt,https://doi.org/10.1021/acsami.1c17254
Mg3.5Ho0.03Sb1.97Te0.03,300,270.81,-200,1.164,0.279185567010309,Expt,https://doi.org/10.1021/acsami.0c22558
Ag2Se1.03,362,1313.11,-137.23,1.166,0.767731315175838,Expt,https://doi.org/10.1021/acsami.1c18483
Bi2Te2.55Se0.45,523,568.12,-157.6,1.168,0.6282,Expt,https://doi.org/10.1007/s11664-020-08258-9
Bi2Te2.55Se0.45,373,792.75,-145.27,1.173,0.53,Expt,https://doi.org/10.1007/s11664-020-08258-9
In3.94Pb0.06Se3,518,81,-256,1.174,0.234221421465077,Expt,10.1002/adma.201302038
Ag2Se1.03,377,1368,-135.32,1.174,0.804420868974991,Expt,https://doi.org/10.1021/acsami.1c18483
Mg3.5Ho0.04Sb1.97Te0.03,300,271.89,-206.34,1.1787,0.294630741198371,Expt,https://doi.org/10.1021/acsami.0c22558
K0.985Ba0.015GaSb4,324,245.41,-145.92,1.17981796960263,0.1435,Expt,https://doi.org/10.1021/acs.chemmater.7b01217
Pb0.985Zn0.03Te,622,248.68,-276.36,1.181,1.00030332822053,Expt,https://doi.org/10.1021/acsami.1c14518
Ag2Se1.02,377,1480.33,-132.98,1.182,0.834939622898694,Expt,https://doi.org/10.1021/acsami.1c18483
PbTe,629,132.24,-320.38,1.186,0.736,Expt,https://doi.org/10.1021/acsami.1c14518
Mg3.5Gd0.035Sb2,300,214.13,-190.1,1.19,0.195081481041176,Expt,https://doi.org/10.1021/acsami.0c22558
Mg3.5Gd0.01Sb2,300,59.71,-239.64,1.1912,0.0863579378042982,Expt,https://doi.org/10.1021/acsami.0c22558
Ag2Se0.98,332,1849.3,-115.6,1.192,0.688311247242953,Expt,https://doi.org/10.1021/acsami.1c18483
Bi2Te2.55Se0.45,323,884.89,-135.14,1.1965,0.446,Expt,https://doi.org/10.1007/s11664-020-08258-9
Mg3.5Gd0.045Sb2,300,230.49,-196.43,1.2066,0.221118792938861,Expt,https://doi.org/10.1021/acsami.0c22558
Sr15Ga29.5Ge55.6,568,263.75,-196.6,1.21,0.47854464492562,Expt,10.1063/1.2194187
In3.94Pb0.06Se3,480,87,-256,1.22,0.224326504918033,Expt,10.1002/adma.201302038
Sr15Ga29.5Ge55.6,669,227.33,-207.6,1.22,0.533,Expt,10.1063/1.2194187
Bi2Te2.55Se0.45,573,520.29,-149,1.227,0.56,Expt,https://doi.org/10.1007/s11664-020-08258-9
Nd2.78Te4,573,613.5,-106,1.234,0.31,Expt,https://doi.org/10.1021/acs.chemmater.9b00964
Pb0.98Zn0.035Te,618,272.4,-276.3,1.236,1.05,Expt,https://doi.org/10.1021/acsami.1c14518
Ba8.03Cu5Ge40.97,564,356,-146.5,1.237,0.348365109458367,Expt,10.1103/PhysRevB.87.115206
Mg3.5Ho0.03Sb2,300,166.95,-192.96,1.2371,0.150743103446447,Expt,https://doi.org/10.1021/acsami.0c22558
In3.96Pb0.04Se3,330,70,-192,1.243,0.0685083185840708,Expt,10.1002/adma.201302038
PbZn0.015Te,520,159.8,-326,1.244,0.728,Expt,https://doi.org/10.1021/acsami.1c14518
Gd2Se2.92,650,213.29,-131.16,1.2453,0.191519358673862,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
In4Se2.32Cl0.03,323,310,-213.1,1.2467,0.3676,Expt,10.1002/adma.201004739
Ba8.03Cu5Ge40.97,514,388,-136.4,1.249,0.297071607903923,Expt,10.1103/PhysRevB.87.115206
Mg3.5Ho0.02Sb2,300,112.39,-194.37,1.2494,0.098,Expt,https://doi.org/10.1021/acsami.0c22558
Cu0.001Pb0.999TeMnTe0.03,623,373.97,-228.25,1.2507,0.97049484655288,Expt,https://doi.org/10.1021/acsami.1c17254
K0.98Ba0.02GaSb4,324,273.42,-123.13,1.25170885951254,0.1073,Expt,https://doi.org/10.1021/acs.chemmater.7b01217
Ba8.03Cu5Ge40.97,613,329,-156.7,1.2536,0.39503482375,Expt,10.1103/PhysRevB.87.115206
In0.015Pb0.985Te0.996I0.004,663,196.88,-225.78,1.259,0.528518673611445,Expt,https://doi.org/10.1063/1.3694742
In0.015Pb0.985Te0.996I0.004,637,198,-225.39,1.262,0.51,Expt,https://doi.org/10.1063/1.3694742
Gd2.79Se4,650,181.7,-122,1.264,0.139072375,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.84Se4,650,256.96,-111.96,1.265,0.165506149264696,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.79Se4,550,199.37,-104.7,1.268,0.0947974397330441,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
In0.005Pb0.995Te0.998I0.002,663,179.36,-231,1.2693,0.5,Expt,https://doi.org/10.1063/1.3694742
Bi2Te2.7Se0.3,473,735.5,-153,1.27,0.65,Expt,https://doi.org/10.1007/s11664-020-08258-9
Ca3.46Yb1.35Pr0.19Al2Sb6,623,13.8,-143,1.27,0.0138431679212598,Expt,https://doi.org/10.1021/acs.chemmater.1c01318
Ba8.03Cu5Ge40.97,465,421.2,-125,1.27,0.240967027559055,Expt,10.1103/PhysRevB.87.115206
Gd2.84Se4,550,287.34,-95.7,1.2717,0.113814601252654,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
In0.005Pb0.995Te0.998I0.002,637,182.6,-233.5,1.2747,0.5,Expt,https://doi.org/10.1063/1.3694742
Pb0.975Zn0.04Te,622,306,-251.3,1.2778,0.94066265934262,Expt,https://doi.org/10.1021/acsami.1c14518
Ba8.03Cu5Ge40.97,661,303.4,-166.8,1.28,0.4367,Expt,10.1103/PhysRevB.87.115206
Gd2.79Se4,450,193.6,-86.2,1.283,0.0504551779267342,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
Gd2.84Se4,350,351,-58.5,1.283,0.0327687772798129,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
Bi2Te2.7Se0.3,423,833.2,-148.9,1.286,0.607628387928149,Expt,https://doi.org/10.1007/s11664-020-08258-9
Gd2.84Se4,450,316,-77.9,1.287,0.0670495650349651,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
In0.015Pb0.985Te0.996I0.004,585,199,-230.4,1.293,0.474,Expt,https://doi.org/10.1063/1.3694742
Gd2.79Se4,350,193.1,-65.6,1.2943,0.0224710334234721,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
PbTe,529,179.61,-307.61,1.3,0.713,Expt,https://doi.org/10.1021/acsami.1c14518
Ba8.04Cu4.99Si18Ge22.98,417,286.5,-154,1.3,0.217950952153846,Expt,10.1103/PhysRevB.87.115206
Bi2Te2.7Se0.3,373,954,-140.4,1.305,0.54,Expt,https://doi.org/10.1007/s11664-020-08258-9
In0.005Pb0.995Te0.998I0.002,585,198.41,-237.95,1.3067,0.5,Expt,https://doi.org/10.1063/1.3694742
Ba8.04Cu4.99Si18Ge22.98,466,274,-162.65,1.307,0.25844553120811,Expt,10.1103/PhysRevB.87.115206
Ag2Se,362,2331.15,-98.24,1.3072,0.62303645453082,Expt,https://doi.org/10.1021/acsami.1c18483
Pb0.995Zn0.02Te,520,227.3,-312.7,1.313,0.880225236316832,Expt,https://doi.org/10.1021/acsami.1c14518
Bi2Te2.7Se0.3,523,660.5,-151.8,1.315,0.61,Expt,https://doi.org/10.1007/s11664-020-08258-9
Ba8.03Cu5Ge40.97,415,457,-113.73,1.32,0.185840533640114,Expt,10.1103/PhysRevB.87.115206
PbTeMnTe0.03,523,318.62,-246.14,1.3227,0.763269241068927,Expt,https://doi.org/10.1021/acsami.1c17254
Ca3.46Yb1.35Pr0.19Al2Sb6,523,11.04,-150,1.325,0.00980476981132076,Expt,https://doi.org/10.1021/acs.chemmater.1c01318
In0.015Pb0.985Te0.996I0.004,533,201,-231.3,1.33,0.430946036749624,Expt,https://doi.org/10.1063/1.3694742
Bi2Te2.7Se0.3,323,1072,-132.2,1.33,0.46,Expt,https://doi.org/10.1007/s11664-020-08258-9
Ag2Se,377,2675.41,-90,1.3333,0.612757782719568,Expt,https://doi.org/10.1021/acsami.1c18483
Ag0.4Sb1.1Pb19.6Te18.8,623,240.32,-145.6,1.34,0.236862284448478,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Ag0.4Sb1.1Pb19.6Te18.8,573,184,-120,1.34,0.113300059701493,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Mg3.5Ho0.04Sb2,300,195.12,-188.8,1.3404,0.155665583097583,Expt,https://doi.org/10.1021/acsami.0c22558
In3.94Pb0.06Se3,405,78,-220,1.345,0.113677026022305,Expt,10.1002/adma.201302038
In0.01Pb0.99Te0.998I0.002,663,169.84,-247.7,1.3455,0.511,Expt,https://doi.org/10.1063/1.3694742
In0.005Pb0.995Te0.999I0.001,585,130.5,-269,1.35,0.405,Expt,https://doi.org/10.1063/1.3694742
In0.005Pb0.995Te0.998I0.002,533,215.5,-238.2,1.35,0.482752164093333,Expt,https://doi.org/10.1063/1.3694742
In0.015Pb0.985Te0.998I0.002,663,157.03,-233.2,1.3538,0.418214168015482,Expt,https://doi.org/10.1063/1.3694742
In0.015Pb0.985Te0.998I0.002,637,157.5,-232.8,1.355,0.403,Expt,https://doi.org/10.1063/1.3694742
CuI0.003Bi2Te3,371,1090.29,-165.74,1.3556,0.819670013433777,Expt,https://doi.org/10.1021/acsami.0c09529
In0.01Pb0.99Te0.998I0.002,637,170,-251,1.356,0.503125242625369,Expt,https://doi.org/10.1063/1.3694742
Gd2Se2.98,650,240.6,-183.8,1.358,0.389045345478645,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
In0.015Pb0.985Te0.994I0.006,637,228,-219.5,1.359,0.514901161810155,Expt,https://doi.org/10.1063/1.3694742
In0.005Pb0.995Te0.999I0.001,637,120,-260.7,1.36,0.382000412911765,Expt,https://doi.org/10.1063/1.3694742
Ba8.04Cu4.99Si18Ge22.98,514,263.5,-167.8,1.36,0.281,Expt,10.1103/PhysRevB.87.115206
In0.01Pb0.99Te0.994I0.006,663,306.25,-201.6,1.366,0.59,Expt,https://doi.org/10.1063/1.3694742
Ag0.4Sb1.1Pb19.6Te18.8,673,370,-143,1.367,0.372494915142648,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
In0.005Pb0.995Te0.999I0.001,663,117.7,-255,1.373,0.366,Expt,https://doi.org/10.1063/1.3694742
Gd2Se2.94,650,203,-147.8,1.374,0.209783598107715,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
In0.01Pb0.99Te0.994I0.006,637,314.06,-202,1.376,0.59324811052907,Expt,https://doi.org/10.1063/1.3694742
Ba8.02Cu5.04Si6Ge34.93,615,563.49,-115.52,1.3773,0.335774059997316,Expt,10.1103/PhysRevB.87.115206
Ag0.4Sb1.1Pb19.6Te18.8,523,174.5,-68.8,1.378,0.031349078478955,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
In0.005Pb0.995Te0.999I0.001,533,141.5,-269.4,1.38,0.4,Expt,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te0.998I0.002,585,181.25,-256,1.3844,0.497,Expt,https://doi.org/10.1063/1.3694742
CuI0.003Bi2Te3,420,934.31,-170.86,1.3852,0.827005901607271,Expt,https://doi.org/10.1021/acsami.0c09529
Nd2.78Te4,373,944.6,-58,1.3869,0.0854609294974403,Expt,https://doi.org/10.1021/acs.chemmater.9b00964
Pb0.985Zn0.03Te,520,294,-265.3,1.39,0.782,Expt,https://doi.org/10.1021/acsami.1c14518
In0.015Pb0.985Te0.998I0.002,585,157.8,-238.6,1.39,0.365,Expt,https://doi.org/10.1063/1.3694742
In0.015Pb0.985Te0.998I0.002,585,132.5,-235,1.393,0.301,Expt,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te0.999I0.001,533,155.6,-224.3,1.3948,0.299146144683969,Expt,https://doi.org/10.1063/1.3694742
In0.015Pb0.985Te0.996I0.004,481,207.8,-230.45,1.4,0.379154320202821,Expt,https://doi.org/10.1063/1.3694742
Ag0.5Sb1.1Pb19.6Te18.8,623,311.4,-136,1.4,0.2563046208,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Ba8.02Cu5.04Si6Ge34.93,665,520,-124.7,1.4,0.384087223,Expt,10.1103/PhysRevB.87.115206
Gd2Se2.92,550,253.8,-115.58,1.4,0.133196143862571,Expt,https://doi.org/10.1021/acs.chemmater.0c03581
Ba8.02Cu5.04Si6Ge34.93,566,607,-107,1.4,0.282,Expt,10.1103/PhysRevB.87.115206
CuI0.003Bi2Te3,325,1324.44,-156.98,1.4074,0.753679586268097,Expt,https://doi.org/10.1021/acsami.0c09529
In0.005Pb0.995Te0.994I0.006,663,430.1,-162.2,1.413,0.528,Expt,https://doi.org/10.1063/1.3694742
Ba8.04Cu4.99Si18Ge22.98,566,255,-169.8,1.416,0.293879119576271,Expt,10.1103/PhysRevB.87.115206
Bi2Te2.7Se0.3,573,607,-145.2,1.4196,0.506,Expt,https://doi.org/10.1007/s11664-020-08258-9
In0.01Pb0.99Te0.994I0.006,585,346,-200,1.42,0.563,Expt,https://doi.org/10.1063/1.3694742
In0.005Pb0.995Te0.994I0.006,637,444.5,-162.3,1.421,0.524872911258621,Expt,https://doi.org/10.1063/1.3694742
Ag0.5Sb1.1Pb19.6Te18.8,573,242.88,-100,1.422,0.0978693670886076,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
In0.005Pb0.995Te0.996I0.004,663,281,-203.2,1.425,0.539824251418947,Expt,https://doi.org/10.1063/1.3694742
In0.015Pb0.985Te0.998I0.002,533,159,-235.5,1.43,0.3263,Expt,https://doi.org/10.1063/1.3694742
In0.005Pb0.995Te0.996I0.004,637,289,-207.42,1.434,0.543,Expt,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te0.998I0.002,533,191,-259,1.44,0.471,Expt,https://doi.org/10.1063/1.3694742
In0.015Pb0.985Te0.994I0.006,533,242,-220.1,1.44,0.437,Expt,https://doi.org/10.1063/1.3694742
Ag0.5Sb1.1Pb19.6Te18.8,673,420,-133,1.443,0.346498457380457,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Ca3.46Yb1.35Pr0.19Al2Sb6,423,6.67,-141.07,1.4464,0.00388192482496605,Expt,https://doi.org/10.1021/acs.chemmater.1c01318
In0.005Pb0.995Te0.998I0.002,481,239.68,-239,1.45,0.45,Expt,https://doi.org/10.1063/1.3694742
CuI0.003Bi2Te3,470,841,-169.48,1.4519,0.781977143398857,Expt,https://doi.org/10.1021/acsami.0c09529
Ag0.4Sb1.1Pb19.6Te18.8,473,172.08,-17.6,1.456,0.00173163158505495,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
Cu0.002Pb0.998TeMnTe0.03,623,739.31,-169.3,1.464,0.901752731914187,Expt,https://doi.org/10.1021/acsami.1c17254
Ag0.97CuSe,298,1797.1,-98.1,1.4647,0.351866435463781,Expt,https://doi.org/10.1021/ic502102e
Sr14.1Ga29.6Ge56.3,367,614.74,-125.7,1.465,0.24,Expt,10.1063/1.2194187
Ag2Se0.98,361,2537.7,-97.82,1.466,0.597955449559228,Expt,https://doi.org/10.1021/acsami.1c18483
Pb0.98Zn0.035Te,520,334,-253.53,1.4694,0.759746114680278,Expt,https://doi.org/10.1021/acsami.1c14518
In0.005Pb0.995Te0.999I0.001,481,160,-268.5,1.473,0.376661205702648,Expt,https://doi.org/10.1063/1.3694742
Ag0.5Sb1.1Pb19.6Te18.8,523,261.1,-49.6,1.474,0.0227915798404342,Expt,https://doi.org/10.1016/j.jallcom.2004.08.049
In0.005Pb0.995Te0.996I0.004,585,314.1,-207.8,1.48,0.536109093158108,Expt,https://doi.org/10.1063/1.3694742
In0.01Pb0.99Te0.994I0.006,533,379.7,-195.24,1.49,0.517748841406293,Expt,https://doi.org/10.1063/1.3694742
In0.005Pb0.995Te0.994I0.006,585,490.48,-162,1.4935,0.504198989969869,Expt,https://doi.org/10.1063/1.3694742
Ag2Se,350,2408.96,-114.03,1.4945,0.733567297762623,Expt,https://doi.org/10.1021/acsami.1c08410
